"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Turdus naumanni","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus naumanni","Passeriformes","Turdidae","Turdus",25,24,1,1,73.18,32.8,"Forest",2,"3","Omnivore","Invertivore",2025726.75,58.7,118.29,"否","杂食性","4","WP",32,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.86439240515059,3.52046080248897,3.49650756146648,1.6094379124341,3.2188758248682,"Turdus_naumanni",-0.0697352343804033,0.301292981222302,1.32521950303364,0.0949613386844429,1.70904089075219,"Turdus_naumanni"
"Turdus obscurus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus obscurus","Passeriformes","Turdidae","Turdus",25,24,0,0,62.6,34.8,"Forest",1,"3","Omnivore","Invertivore",4589668.1,58.62,115.87,"否","杂食性","5-6","WP",33,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.79657433321043,3.57794789340665,3.52636052461616,1.87180217690159,3.2188758248682,"Turdus_obscurus",-0.158322059426177,0.417136878117631,1.35514899514393,0.819416929448424,1.70904089075219,"Turdus_obscurus"
"Turdus pallidus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus pallidus","Passeriformes","Turdidae","Turdus",25,24,0,0,72.1,33,"Forest",1,"3","Omnivore","Invertivore",1057257.09,44.96,131.58,"否","食虫","4-6","SWP",34,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.85793526471943,3.52636052461616,3.55534806148941,1.79175946922805,3.2188758248682,"Turdus_pallidus",-0.0781698234701061,0.313181681640137,1.38421084243174,0.598398311719844,1.70904089075219,"Turdus_pallidus"
"Turdus philomelos","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus philomelos","Passeriformes","Turdidae","Turdus",25,24,0,0,67.74,30.7,"Forest",1,"3","Omnivore","Invertivore",13727296.63,55.86,48.89,"否","杂食性","5-6","S",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.83084519230861,3.45631668088323,0.693147180559945,1.87180217690159,3.2188758248682,"Turdus_philomelos",-0.113556018277472,0.172034309560225,-1.48532737574557,0.819416929448424,1.70904089075219,"Turdus_philomelos"
"Turdus pilaris","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus pilaris","Passeriformes","Turdidae","Turdus",25,24,2,1,106,33.3,"Forest",1,"3","Carnivore","Invertivore",15234795.02,58.85,70.26,"否","食虫","4-7","SWPV",4,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.02530586526477,3.53514535417189,1.6094379124341,1.87180217690159,3.2188758248682,"Turdus_pilaris",0.140456711967219,0.330884245347084,-0.566687705276071,0.819416929448424,1.70904089075219,"Turdus_pilaris"
"Turdus rubrocanus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus rubrocanus","Passeriformes","Turdidae","Turdus",25,24,4,1,92.2,28,"Forest",1,"1","Omnivore","Invertivore",1300643.93,31.88,100.16,"否","杂食性","3-4","R",13,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.96473092105363,3.36729582998647,2.63905732961526,1.50407739677627,3.2188758248682,"Turdus_rubrocanus",0.061331165759937,-0.00735417763224455,0.465571171962248,-0.195966294958842,1.70904089075219,"Turdus_rubrocanus"
"Turdus ruficollis","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus ruficollis","Passeriformes","Turdidae","Turdus",25,24,1,1,80.55,32.1,"Forest",1,"3","Omnivore","Invertivore",1734602.08,51.16,100.43,"否","杂食性","4-5","SWPV",20,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.90606554475524,3.49953328238302,3.04452243772342,1.70474809223843,3.2188758248682,"Turdus_ruficollis",-0.0153000223247948,0.259121331157408,0.87207570195734,0.358137395668069,1.70904089075219,"Turdus_ruficollis"
"Turdus viscivorus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus viscivorus","Passeriformes","Turdidae","Turdus",25,24,2,1,117.37,35.1,"Forest",2,"1","Omnivore","Omnivore",13574080.75,51.99,46.29,"否","杂食性","4-5","R",1,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.0695571045827,3.58629286533884,0.693147180559945,1.70474809223843,3.2188758248682,"Turdus_viscivorus",0.198259546571167,0.433953072026108,-1.48532737574557,0.358137395668069,1.70904089075219,"Turdus_viscivorus"
"Zoothera dauma","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera dauma","Passeriformes","Turdidae","Zoothera",8,7,0,0,134.13,29.7,"Forest",1,"3","Carnivore","Invertivore",2046341.73,25.36,95.6,"否","食虫","4-5","SWP",6,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.12752592458769,3.42426265459315,1.94591014905531,1.70474809223843,2.07944154167984,"Zoothera_dauma",0.273980863455907,0.107441315596662,-0.229352912049878,0.358137395668069,0.582993079941005,"Zoothera_dauma"
"Zoothera dixoni","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera dixoni","Passeriformes","Turdidae","Zoothera",8,7,2,1,90,31.5,"Forest",1,"1","Carnivore","Invertivore",975205.34,27.47,97.95,"否","杂食性","3","WP",7,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.95424250943932,3.48124008933569,2.07944154167984,1.38629436111989,2.07944154167984,"Zoothera_dixoni",0.0476307602765093,0.222258189616722,-0.0954792077213139,-0.521195719216021,0.582993079941005,"Zoothera_dixoni"
"Zoothera marginata","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera marginata","Passeriformes","Turdidae","Zoothera",8,7,0,0,81,25.4,"Forest",1,"2","Carnivore","Invertivore",939864.56,21.61,98.94,"否","食虫","3-4","P",1,3.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.90848501887865,3.27336401015227,0.693147180559945,1.50407739677627,2.07944154167984,"Zoothera_marginata",-0.012139603210216,-0.196638900138829,-1.48532737574557,-0.195966294958842,0.582993079941005,"Zoothera_marginata"
"Zoothera mollissima","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera mollissima","Passeriformes","Turdidae","Zoothera",8,7,2,1,98.19,32.2,"Shrubland",2,"1","Omnivore","Invertivore",358711.11,29.59,92.85,"否","食虫","4","RS",6,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.99206726002767,3.50254987592244,1.94591014905531,1.6094379124341,2.07944154167984,"Zoothera_mollissima",0.097039044335751,0.265200155905328,-0.229352912049878,0.0949613386844429,0.582993079941005,"Zoothera_mollissima"
"Hemipus picatus","Aves","PASSERIFORMES","Vangidae","Hemipus","Hemipus picatus","Passeriformes","Vangidae","Hemipus",1,0,0,0,8.98,15.3,"Shrubland",1,"1","Carnivore","Invertivore",4959601.62,16.08,97.88,"否","食虫","2-3","R",5,2.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.953276336667304,2.79116510781272,1.79175946922805,1.25276296849537,0,"Hemipus_picatus",-1.25987345928218,-1.16833183213381,-0.383898761738348,-0.889910430137798,-1.47201845540291,"Hemipus_picatus"
"Erpornis zantholeuca","Aves","PASSERIFORMES","Vireonidae","Erpornis","Erpornis zantholeuca","Passeriformes","Vireonidae","Erpornis",1,0,1,1,11.8,17.1,"Forest",1,"1","Omnivore","Invertivore",3629429.65,17.04,104.89,"否","杂食性","2-3","R",9,2.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.07188200730613,2.89591193827178,2.30258509299405,1.25276296849537,0,"Erpornis_zantholeuca",-1.10494573141064,-0.957253469424733,0.128236378736056,-0.889910430137798,-1.47201845540291,"Erpornis_zantholeuca"
"Pteruthius melanotis","Aves","PASSERIFORMES","Vireonidae","Pteruthius","Pteruthius melanotis","Passeriformes","Vireonidae","Pteruthius",5,4,0,0,13.3,17.2,"Forest",1,"1","Carnivore","Invertivore",841041.72,23.62,97.68,"否","食虫","3-5","R",3,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.12385164096709,2.90142159408275,1.38629436111989,1.6094379124341,1.6094379124341,"Pteruthius_melanotis",-1.03706080467785,-0.946150802904198,-0.79040329173344,0.0949613386844429,0.118511217674641,"Pteruthius_melanotis"
"Pteruthius xanthochlorus","Aves","PASSERIFORMES","Vireonidae","Pteruthius","Pteruthius xanthochlorus","Passeriformes","Vireonidae","Pteruthius",5,4,3,1,14.3,16.3,"Forest",1,"1","Omnivore","Invertivore",786930.44,29.11,96.27,"否","杂食性","3-4","R",8,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.15533603746506,2.85070650150373,2.19722457733622,1.50407739677627,1.6094379124341,"Pteruthius_xanthochlorus",-0.995934558465794,-1.04834825040025,0.0226057682567446,-0.195966294958842,0.118511217674641,"Pteruthius_xanthochlorus"
"Yuhina brunneiceps","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina brunneiceps","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,12.49,18.7,"Forest",2,"1","Omnivore","Omnivore",13673.61,23.79,121.11,"是","杂食性","4-8","R",1,6,"Endemic","Resident_low","Omnivore","Forest_primary",1.09656243837414,2.98061863574394,0.693147180559945,1.94591014905531,1.6094379124341,"Yuhina_brunneiceps",-1.07270711172523,-0.786558557372906,-1.48532737574557,1.02404820747675,0.118511217674641,"Yuhina_brunneiceps"
"Yuhina flavicollis","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina flavicollis","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,16.91,16.5,"Forest",1,"1","Carnivore","Invertivore",622981.09,25.82,93.08,"否","杂食性","3-4","R",2,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.22814360759774,2.86220088092947,1.09861228866811,1.50407739677627,1.6094379124341,"Yuhina_flavicollis",-0.900830240504016,-1.02518559450978,-1.07882284575047,-0.195966294958842,0.118511217674641,"Yuhina_flavicollis"
"Yuhina nigrimenta","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina nigrimenta","Passeriformes","Zosteropidae","Yuhina",5,4,2,1,9.5,21,"Forest",1,"1","Omnivore","Invertivore",2065413.29,26.12,104.49,"否","杂食性","3-4","R",7,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.977723605288848,3.09104245335832,2.07944154167984,1.50407739677627,1.6094379124341,"Yuhina_nigrimenta",-1.2279394062154,-0.564040333919479,-0.0954792077213139,-0.195966294958842,0.118511217674641,"Yuhina_nigrimenta"
"Zosterops erythropleurus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops erythropleurus","Passeriformes","Zosteropidae","Zosterops",5,4,1,1,11,29.5,"Forest",1,"3","Carnivore","Invertivore",1154584.31,46.62,131.55,"否","食虫","4","SWP",30,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.04139268515823,3.41772668361337,3.43398720448515,1.6094379124341,1.6094379124341,"Zosterops_erythropleurus",-1.14477216955036,0.0942704917437495,1.26253887325416,0.0949613386844429,0.118511217674641,"Zosterops_erythropleurus"
"Zosterops japonicus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops japonicus","Passeriformes","Zosteropidae","Zosterops",5,4,0,0,11.29,19.9,"Forest",2,"1","Omnivore","Omnivore",605081.06,28.08,130.91,"否","杂食性","3-4","RSWP",28,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.05269394192497,3.03974915897077,3.36729582998647,1.50407739677627,1.6094379124341,"Zosterops_japonicus",-1.13000999145606,-0.667402932575965,1.19567653342965,-0.195966294958842,0.118511217674641,"Zosterops_japonicus"
"Zosterops palpebrosus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops palpebrosus","Passeriformes","Zosteropidae","Zosterops",5,4,0,0,8.6,20.7,"Forest",1,"1","Omnivore","Omnivore",6382482.99,22.22,90.83,"否","杂食性","3","RSW",5,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",0.934498451243568,3.07731226054641,1.79175946922805,1.38629436111989,1.6094379124341,"Zosterops_palpebrosus",-1.28440192497242,-0.591708441925372,-0.383898761738348,-0.521195719216021,0.118511217674641,"Zosterops_palpebrosus"
"Ardea cinerea","Aves","PELECANIFORMES","Ardeidae","Ardea","Ardea cinerea","Pelecaniformes","Ardeidae","Ardea",5,4,0,0,1443,34.6,"Wetland",3,"1","Carnivore","Aquatic predator",46421646.29,27.14,60.83,"否","食肉，食虫","5","RSWP",34,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",3.15926633109349,3.57234563785798,3.55534806148941,1.79175946922805,1.6094379124341,"Ardea_cinerea",1.6216836846808,0.405847611191763,1.38421084243174,0.598398311719844,0.118511217674641,"Ardea_cinerea"
"Ardeola bacchus","Aves","PELECANIFORMES","Ardeidae","Ardeola","Ardeola bacchus","Pelecaniformes","Ardeidae","Ardeola",3,2,1,1,304.89,26.8,"Wetland",3,"2","Carnivore","Aquatic predator",5458763.13,33.13,113.88,"否","食肉，食虫","3","RSW",33,3,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.48414318029834,3.32503602069659,3.52636052461616,1.38629436111989,1.09861228866811,"Ardeola_bacchus",0.739809359255947,-0.0925131396190949,1.35514899514393,-0.521195719216021,-0.386313048046404,"Ardeola_bacchus"
"Botaurus stellaris","Aves","PELECANIFORMES","Ardeidae","Botaurus","Botaurus stellaris","Pelecaniformes","Ardeidae","Botaurus",1,0,0,0,1319.45,31.2,"Wetland",1,"2","Carnivore","Aquatic predator",18110303.08,50.39,77.93,"否","食肉，食虫","4-6","SWP",32,5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.12039293746207,3.47196645255036,3.49650756146648,1.79175946922805,0,"Botaurus_stellaris",1.57090561886376,0.203570616346703,1.32521950303364,0.598398311719844,-1.47201845540291,"Botaurus_stellaris"
"Butorides striata","Aves","PELECANIFORMES","Ardeidae","Butorides","Butorides striata","Pelecaniformes","Ardeidae","Butorides",1,0,0,0,201.5,29.8,"Wetland",3,"1","Carnivore","Aquatic predator",53556698.29,7.56,7.37,"否","食肉，食虫","5","RSWP",26,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.30427505047713,3.42751468997953,3.29583686600433,1.79175946922805,0,"Butorides_striata",0.504858024133324,0.113994586008952,1.12403438226396,0.598398311719844,-1.47201845540291,"Butorides_striata"
"Egretta eulophotes","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta eulophotes","Pelecaniformes","Ardeidae","Egretta",5,4,2,1,461.83,36.4,"Coastal",3,"3","Carnivore","Aquatic predator",114002.97,39.31,124.18,"否","食肉，食虫","2-4","SWP",21,3,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.66448214081866,3.62167070442049,3.09104245335832,1.38629436111989,1.6094379124341,"Egretta_eulophotes",0.975375713289817,0.505243977123792,0.918714973038544,-0.521195719216021,0.118511217674641,"Egretta_eulophotes"
"Egretta garzetta","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta garzetta","Pelecaniformes","Ardeidae","Egretta",5,4,1,1,312,33.1,"Wetland",3,"2","Carnivore","Aquatic predator",34141787.35,5.46,70.68,"否","食肉，食虫","3-6","RSW",32,4.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.49415459401844,3.52929738428947,3.49650756146648,1.70474809223843,1.6094379124341,"Egretta_garzetta",0.752886689977852,0.319099832372065,1.32521950303364,0.358137395668069,0.118511217674641,"Egretta_garzetta"
"Egretta novaehollandiae","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta novaehollandiae","Pelecaniformes","Ardeidae","Egretta",5,4,0,0,558.64,37.5,"Wetland",3,"1","Carnivore","Aquatic predator",2680426.22,-29.89,144.63,"否","NA","2-7","V",2,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.74713202903296,3.65065824129374,1.09861228866811,1.70474809223843,1.6094379124341,"Egretta_novaehollandiae",1.08333648212078,0.56365759971609,-1.07882284575047,0.358137395668069,0.118511217674641,"Egretta_novaehollandiae"
"Ixobrychus cinnamomeus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus cinnamomeus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,126.49,25.6,"Human Modified",1,"1","Carnivore","Aquatic predator",7931366.43,19.79,105.65,"否","食肉，食虫","3-6","RSP",25,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.10205619257519,3.28091121578765,3.25809653802148,1.70474809223843,1.6094379124341,"Ixobrychus_cinnamomeus",0.240711225596761,-0.181430308131188,1.08619730582572,0.358137395668069,0.118511217674641,"Ixobrychus_cinnamomeus"
"Ixobrychus eurhythmus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus eurhythmus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,139,33.4,"Wetland",1,"3","Carnivore","Aquatic predator",4733640.24,41.99,123.64,"否","食肉，食虫","3-5","SWP",31,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.1430148002541,3.53805656437935,3.46573590279973,1.6094379124341,1.6094379124341,"Ixobrychus_eurhythmus",0.29421308592348,0.336750709099727,1.29436896030294,0.0949613386844429,0.118511217674641,"Ixobrychus_eurhythmus"
"Ixobrychus flavicollis","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus flavicollis","Pelecaniformes","Ardeidae","Ixobrychus",5,4,0,0,321,30.4,"Wetland",1,"1","Carnivore","Aquatic predator",6677261.29,10.74,113.76,"否","食肉，食虫","4-6","RSPV",21,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.50650503240487,3.44680789291421,3.09104245335832,1.79175946922805,1.6094379124341,"Ixobrychus_flavicollis",0.769019353341425,0.152872876349752,0.918714973038544,0.598398311719844,0.118511217674641,"Ixobrychus_flavicollis"
"Ixobrychus minutus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus minutus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,99.49,37.2,"Wetland",1,"3","Carnivore","Aquatic predator",27683039.02,22.56,36.36,"否","食肉，食虫","4-9","SP",2,6.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.9977794308656,3.64283551561253,1.09861228866811,2.01490302054226,1.6094379124341,"Ixobrychus_minutus",0.104500522731928,0.547893799308237,-1.07882284575047,1.21455536962031,0.118511217674641,"Ixobrychus_minutus"
"Ixobrychus sinensis","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus sinensis","Pelecaniformes","Ardeidae","Ixobrychus",5,4,0,0,94.29,31,"Wetland",1,"3","Carnivore","Aquatic predator",8593201.95,23.86,108.94,"否","食肉，食虫","7","RSP",31,7,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.97446563573724,3.46573590279973,3.46573590279973,2.07944154167984,1.6094379124341,"Ixobrychus_sinensis",0.0740470605336589,0.19101525563194,1.29436896030294,1.39276291839853,0.118511217674641,"Ixobrychus_sinensis"
"Nycticorax caledonicus","Aves","PELECANIFORMES","Ardeidae","Nycticorax","Nycticorax caledonicus","Pelecaniformes","Ardeidae","Nycticorax",2,1,0,0,856,29.8,"Wetland",3,"2","Carnivore","Aquatic predator",7725707.62,-20.37,136.05,"否","食肉，食虫","2-5","V",1,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.93247376467715,3.42751468997953,0.693147180559945,1.50407739677627,0.693147180559945,"Nycticorax_caledonicus",1.3254376719582,0.113994586008952,-1.48532737574557,-0.195966294958842,-0.787014610288271,"Nycticorax_caledonicus"
"Nycticorax nycticorax","Aves","PELECANIFORMES","Ardeidae","Nycticorax","Nycticorax nycticorax","Pelecaniformes","Ardeidae","Nycticorax",2,1,1,1,810,33.1,"Wetland",3,"3","Carnivore","Aquatic predator",50345275.03,11.6,-6.01,"否","食肉，食虫","4","RS",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.90848501887865,3.52929738428947,3.55534806148941,1.6094379124341,0.693147180559945,"Nycticorax_nycticorax",1.29410256073601,0.319099832372065,1.38421084243174,0.0949613386844429,-0.787014610288271,"Nycticorax_nycticorax"
"Pelecanus crispus","Aves","PELECANIFORMES","Pelecanidae","Pelecanus","Pelecanus crispus","Pelecaniformes","Pelecanidae","Pelecanus",3,2,1,1,9512.09,43.3,"Wetland",3,"2","Carnivore","Aquatic predator",3326029.46,49,72.79,"否","食肉","3-4","SWPV",26,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.97827595076943,3.79098467705109,3.29583686600433,1.50407739677627,1.09861228866811,"Pelecanus_crispus",2.69150858257906,0.846433452452165,1.12403438226396,-0.195966294958842,-0.386313048046404,"Pelecanus_crispus"
